ID,NO,AREA,CATEGORY,STATUS
8725,XF7D072,68,12,锁定
8726,XF7D073,68,12,未锁定
8727,XF7D074,68,12,未锁定
8728,XF7D075,68,12,未锁定
8729,XF7D076,68,12,未锁定
8730,XF7D077,68,12,未锁定
8731,XF7D078,68,12,未锁定
8732,XF7D079,68,12,未锁定
8733,XF7D080,68,12,未锁定
8734,XF7D081,68,12,锁定
8735,XF7D082,68,12,锁定
8736,XF7D083,68,12,锁定
8737,XF7D084,68,12,锁定
8738,XF7D085,68,12,锁定
8739,XF7D086,68,12,锁定
8740,XF7D087,68,12,锁定
8741,XF7D088,68,12,锁定
8742,XF7D089,68,12,未锁定
8743,XF7D090,68,12,未锁定
8744,XF7D091,68,12,未锁定
8745,XF7D092,68,12,未锁定
8746,XF7D093,68,12,未锁定
8747,XF7D094,68,12,未锁定
8748,XF7D095,68,12,未锁定
8749,XF7D096,68,12,未锁定
8750,XF7D097,68,12,锁定
8751,XF7D098,68,12,锁定
8752,XF7D099,68,12,锁定
8753,XF7D100,68,12,锁定
8754,XF7D101,68,12,锁定
8755,XF7D102,68,12,锁定
8756,XF7D103,68,12,锁定
8757,XF7D104,68,12,锁定
8758,XF7D105,68,12,未锁定
8759,XF7D106,68,12,未锁定
8760,XF7D107,68,12,未锁定
8761,XF7D108,68,12,未锁定
8762,XF7D109,68,12,未锁定
8763,XF7D110,68,12,未锁定
8764,XF7D111,68,12,未锁定
8765,XF7D112,68,12,未锁定
8766,XF7F001,69,12,未锁定
8767,XF7F002,69,12,未锁定
8768,XF7F003,69,12,未锁定
8769,XF7F004,69,12,未锁定
8770,XF7F005,69,12,未锁定
8771,XF7F006,69,12,未锁定
8772,XF7F007,69,12,未锁定
8773,XF7F008,69,12,未锁定
8774,XF7A001,70,12,未锁定
8775,XF7A002,70,12,未锁定
8776,XF7A003,70,12,未锁定
8777,XF7A004,70,12,未锁定
8778,XF7A005,70,12,未锁定
8779,XF7A006,70,12,未锁定
8780,XF7A007,70,12,锁定
8781,XF7A008,70,12,锁定
8782,XF7A009,70,12,锁定
8783,XF7A010,70,12,锁定
8784,XF7A011,70,12,锁定
8785,XF7A012,70,12,锁定
8786,XF7A013,70,12,未锁定
8787,XF7A014,70,12,未锁定
8788,XF7A015,70,12,未锁定
8789,XF7A016,70,12,未锁定
8790,XF7A017,70,12,未锁定
8791,XF7A018,70,12,未锁定
8792,XF7A019,70,12,锁定
8793,XF7A020,70,12,锁定
8794,XF7A021,70,12,锁定
8795,XF7A022,70,12,锁定
8796,XF7A023,70,12,锁定
8797,XF7A024,70,12,锁定
8798,XF7A025,70,12,未锁定
8799,XF7A026,70,12,未锁定
8800,XF7A027,70,12,未锁定
8801,XF7A028,70,12,未锁定
8802,XF7A029,70,12,未锁定
8803,XF7A030,70,12,未锁定
8804,XF7A031,70,12,锁定
8805,XF7A032,70,12,锁定
8806,XF7A033,70,12,锁定
8807,XF7A034,70,12,锁定
8808,XF7A035,70,12,锁定
8809,XF7A036,70,12,锁定
8810,XF7A037,70,12,未锁定
8811,XF7A038,70,12,未锁定
8812,XF7A039,70,12,未锁定
8813,XF7A040,70,12,未锁定
8814,XF7A041,70,12,未锁定
8815,XF7A042,70,12,未锁定
8816,XF7A043,70,12,锁定
8817,XF7A044,70,12,锁定
8818,XF7A045,70,12,锁定
8819,XF7A046,70,12,锁定
8820,XF7A047,70,12,锁定
8821,XF7A048,70,12,锁定
8822,XF7A049,70,12,未锁定
8823,XF7A050,70,12,未锁定
8824,XF7A051,70,12,未锁定
8825,XF7A052,70,12,未锁定
8826,XF7A053,70,12,未锁定
8827,XF7A054,70,12,未锁定
8828,XF7A055,70,12,锁定
8829,XF7A056,70,12,锁定
8830,XF7A057,70,12,锁定
8831,XF7A058,70,12,锁定
8832,XF7A059,70,12,锁定
8833,XF7A060,70,12,锁定
8834,XF7A061,70,12,未锁定
8835,XF7A062,70,12,未锁定
8836,XF7A063,70,12,未锁定
8837,XF7A064,70,12,未锁定
8838,XF7A065,70,12,未锁定
8839,XF7A066,70,12,未锁定
8840,XF7A067,70,12,锁定
8841,XF7A068,70,12,锁定
8842,XF7A069,70,12,锁定
8843,XF7A070,70,12,锁定
8844,XF7A071,70,12,锁定
8845,XF7A072,70,12,锁定
8846,XF7A073,70,12,未锁定
8847,XF7A074,70,12,未锁定
8848,XF7A075,70,12,未锁定
8849,XF7A076,70,12,未锁定
8850,XF7A077,70,12,未锁定
8851,XF7A078,70,12,未锁定
8852,XF7A079,70,12,锁定
8853,XF7A080,70,12,锁定
8854,XF7A081,70,12,锁定
8855,XF7A082,70,12,锁定
8856,XF7A083,70,12,锁定
8857,XF7A084,70,12,锁定
8858,XF7A085,70,12,未锁定
8859,XF7A086,70,12,未锁定
8860,XF7A087,70,12,未锁定
8861,XF7A088,70,12,未锁定
8862,XF7A089,70,12,未锁定
8863,XF7A090,70,12,未锁定
8864,XF7A091,70,12,锁定
8865,XF7A092,70,12,锁定
8866,XF7A093,70,12,锁定
8867,XF7A094,70,12,锁定
8868,XF7A095,70,12,锁定
8869,XF7A096,70,12,锁定
8870,XF7A097,70,12,未锁定
8871,XF7A098,70,12,未锁定
8872,XF7A099,70,12,未锁定
8873,XF7A100,70,12,未锁定
8874,XF7A101,70,12,未锁定
8875,XF7A102,70,12,未锁定
8876,XF7A103,70,12,锁定
8877,XF7A104,70,12,锁定
8878,XF7A105,70,12,锁定
8879,XF7A106,70,12,锁定
8880,XF7A107,70,12,锁定
8881,XF7A108,70,12,锁定
8882,XF7A109,70,12,未锁定
8883,XF7A110,70,12,未锁定
8884,XF7A111,70,12,未锁定
8885,XF7A112,70,12,未锁定
8886,XF7A113,70,12,未锁定
8887,XF7A114,70,12,未锁定
8888,XF7A115,70,12,锁定
8889,XF7A116,70,12,锁定
8890,XF7A117,70,12,锁定
8891,XF7A118,70,12,锁定
8892,XF7A119,70,12,锁定
8893,XF7A120,70,12,锁定
